"","RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","Month","Day","TimeShot","DepthStratum","HaulDur","DayNight","ShootLat","ShootLong","HaulLat","HaulLong","StatRec","Depth","HaulVal","HydroStNo","StdSpecRecCode","BySpecRecCode","DataType","Netopening","Rigging","Tickler","Distance","Warplngt","Warpdia","WarpDen","DoorSurface","DoorWgt","DoorSpread","WingSpread","Buoyancy","KiteDim","WgtGroundRope","TowDir","GroundSpeed","SpeedWater","SurCurDir","SurCurSpeed","BotCurDir","BotCurSpeed","WindDir","WindSpeed","SwellDir","SwellHeight","SurTemp","BotTemp","SurSal","BotSal","ThermoCline","ThClineDepth","CodendMesh","SecchiDepth","Turbidity","TidePhase","TideSpeed","PelSampType","MinTrawlDepth","MaxTrawlDepth","DateofCalculation"
"628","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"27",27,2017,2,22,916,8,30,"D",55.2139,10.9503,55.2263,10.9706,"39G0",13,"V","27",1,1,"R",1.6,NA,NA,1892,130,NA,NA,-9,NA,59,-9,NA,-9,NA,NA,3.1,3.1,NA,-9,NA,-9,270,17,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"629","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"29",29,2017,2,23,924,8,30,"D",55.219,10.8364,55.2431,10.8421,"39G0",17,"V","29",1,1,"R",1.4,NA,NA,2704,130,NA,NA,-9,NA,65.3,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,253,7,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"630","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"53",40,2017,3,1,1240,9,30,"D",55.2265,12.5309,55.2358,12.4914,"39G2",21,"V","40",1,1,"R",1.5,NA,NA,2713,136,NA,NA,-9,NA,56.7,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,225,10,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"631","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"30",30,2017,2,23,1136,9,30,"D",55.3493,10.8911,55.3727,10.8845,"39G0",22,"V","30",1,1,"R",1.4,NA,NA,2635,135,NA,NA,-9,NA,60.7,-9,NA,-9,NA,NA,2.9,2.9,NA,-9,NA,-9,228,5,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"632","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",13,2017,3,14,1210,10,15,"D",57.2167,21.1183,57.23,21.13,"43H1",46,"V","H_13",1,1,"C",-9,NA,NA,NA,120,16,NA,4.3,520,-9,-9,NA,-9,NA,25,-9,-9,NA,-9,NA,-9,203,12,NA,1.6,2.6,2.7,7,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"633","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",12,2017,3,14,1020,11,15,"D",57.28,21.015,57.29,21.0067,"43H1",64,"V","H_12",1,1,"C",-9,NA,NA,NA,175,16,NA,4.3,520,-9,-9,NA,-9,NA,20,-9,-9,NA,-9,NA,-9,203,10,NA,1.6,2.8,3.2,7.1,7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"634","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",11,2017,3,14,825,11,15,"D",57.355,20.885,57.365,20.8933,"43H0",61,"V","H_11",1,1,"C",-9,NA,NA,NA,175,16,NA,4.3,520,-9,-9,NA,-9,NA,20,-9,-9,NA,-9,NA,-9,225,10,NA,1,2.9,3.4,7.2,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"635","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",9,2017,3,13,1600,10,15,"D",57.375,21.2583,57.365,21.255,"43H1",56,"V","H_9",1,1,"C",-9,NA,NA,NA,150,16,NA,4.3,520,-9,-9,NA,-9,NA,190,-9,-9,NA,-9,NA,-9,225,7,NA,0.5,2.6,3.1,7,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"636","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",8,2017,3,13,1455,9,15,"D",57.41,21.3417,57.4217,21.3383,"43H1",33,"V","H_8",1,1,"C",-9,NA,NA,NA,100,16,NA,4.3,520,-9,-9,NA,-9,NA,345,-9,-9,NA,-9,NA,-9,225,4,NA,0.5,1.9,2.5,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"637","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",10,2017,3,14,545,13,15,"D",57.425,20.56,57.4367,20.5633,"43H0",115,"V","H_10",1,1,"C",-9,NA,NA,NA,300,16,NA,4.3,520,-9,-9,NA,-9,NA,0,-9,-9,NA,-9,NA,-9,203,10,NA,1,3.4,6.8,7.2,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"638","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",7,2017,3,13,1315,9,15,"D",57.495,21.4217,57.505,21.4217,"43H1",25,"V","H_7",1,1,"C",-9,NA,NA,NA,100,16,NA,4.3,520,-9,-9,NA,-9,NA,330,-9,-9,NA,-9,NA,-9,225,7,NA,0.1,4.7,2.6,7,7.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"639","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",2,2017,3,12,855,11,30,"D",57.7833,21.3867,57.805,21.3817,"44H1",72,"V","H_2",1,1,"C",-9,NA,NA,NA,200,16,NA,4.3,520,-9,-9,NA,-9,NA,350,-9,-9,NA,-9,NA,-9,158,4,NA,0.1,2.8,5.2,7.4,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"640","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",3,2017,3,12,1125,11,30,"D",57.9067,21.4183,57.9017,21.4633,"44H1",62,"V","H_3",1,1,"C",-9,NA,NA,NA,170,16,NA,4.3,520,-9,-9,NA,-9,NA,95,-9,-9,NA,-9,NA,-9,203,4,NA,0.1,2.1,2.8,6.9,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"641","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",4,2017,3,12,1310,10,30,"D",57.91,21.4817,57.8967,21.435,"44H1",59,"V","H_4",1,1,"C",-9,NA,NA,NA,170,16,NA,4.3,520,-9,-9,NA,-9,NA,235,-9,-9,NA,-9,NA,-9,225,4,NA,0.1,1.9,2.7,6.9,7.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"642","HH","BITS",1,"LT","LTDA","TVS",NA,NA,NA,"26134",2,2017,2,14,1330,9,30,"D",55.9166,20.65,55.9205,20.6057,"40H0",34,"V","2",1,1,"R",-9,NA,NA,NA,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,315,7,NA,-9,2.4,2.5,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"643","HH","BITS",1,"LT","LTDA","TVS",NA,NA,NA,"26027",5,2017,2,15,900,11,30,"D",55.8283,20.1033,55.8633,20.105,"40H0",62,"V","5",1,1,"R",-9,NA,NA,NA,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,337,2,NA,-9,4.1,4.5,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"644","HH","BITS",1,"LT","LTDA","TVS",NA,NA,NA,"26158",3,2017,2,15,600,10,30,"D",55.79,20.3983,55.79,20.3583,"40H0",51,"V","3",1,1,"R",-9,NA,NA,NA,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,270,4,NA,-9,3.5,3.4,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"645","HH","BITS",1,"LT","LTDA","TVS",NA,NA,NA,"26026",4,2017,2,15,715,10,30,"D",55.7833,20.27,55.8083,20.2783,"40H0",54,"V","4",1,1,"R",-9,NA,NA,NA,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,337,2,NA,-9,4.5,5.1,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"646","HH","BITS",1,"LV","67BC","TVL",75,NA,"T","1",28,2017,3,18,1440,10,15,"D",56.1317,19.87,56.1317,19.89,"41G9",59,"V","H_28",1,1,"C",-9,NA,NA,NA,180,16,NA,4.3,520,-9,-9,NA,-9,NA,100,-9,-9,NA,-9,NA,-9,180,7,NA,1,3.6,3.5,7.3,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"647","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25089",66,2017,3,2,826,11,30,"D",55.3967,17.7633,55.4133,17.7983,"39G7",73,"V","171",1,1,"C",7,NA,NA,2886,200,18,12,4.3,520,50,27,213,-9,47,52,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.4,8.6,7.24,14.4,"Y",58,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"648","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25008",60,2017,2,28,1140,11,20,"D",55.3917,17.5533,55.3967,17.5817,"39G7",73,"V","165",1,1,"C",7,NA,NA,1884,200,18,12,4.3,520,50,27,213,-9,47,73,2.8,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.7,8.1,7.15,13.48,"Y",50,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"649","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26105",73,2017,3,4,1435,12,30,"D",55.3567,18.7967,55.375,18.8283,"39G8",89,"V","180",1,1,"C",7,NA,NA,2858,225,18,12,4.3,520,50,27,213,-9,47,46,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.6,7.9,7.55,13.01,"Y",54,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"650","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25247",41,2017,2,18,1450,11,30,"D",55.3483,17.1883,55.3483,17.235,"39G7",69,"V","139",1,1,"C",7,NA,NA,2963,190,18,12,4.3,520,50,27,213,-9,47,88,3.1,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.4,8.4,7.22,13.99,"Y",61,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"651","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25231",40,2017,2,18,1240,11,30,"D",55.3233,17.315,55.33,17.3567,"39G7",74,"V","138",1,1,"C",7,NA,NA,2750,200,18,12,4.3,520,50,27,213,-9,47,72,3,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.3,9.2,7.18,14.23,"Y",61,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"652","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25246",58,2017,2,28,625,11,30,"D",55.3217,16.89,55.3367,16.92,"39G6",68,"V","163",1,1,"C",7,NA,NA,2533,190,18,12,4.3,520,50,27,213,-9,47,48,2.8,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.5,8.3,7.46,14.03,"Y",55,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"653","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25232",39,2017,2,18,1126,11,20,"D",55.3183,17.2533,55.3133,17.2833,"39G7",74,"V","137",1,1,"C",7,NA,NA,1984,200,18,12,4.3,520,50,27,213,-9,47,104,3.1,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.2,9.2,7.13,14.2,"Y",61,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"654","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26046",67,2017,3,2,1155,11,15,"D",55.3133,18.1433,55.3233,18.13,"39G8",78,"V","173",1,1,"C",7,NA,NA,1397,175,18,12,4.3,520,50,27,213,-9,47,322,3.1,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.6,8.6,7.23,13.73,"Y",61,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"655","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26044",68,2017,3,2,1400,11,30,"D",55.275,18.315,55.2967,18.2917,"39G8",74,"V","174",1,1,"C",7,NA,NA,2833,175,18,12,4.3,520,50,27,213,-9,47,329,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.5,6.5,7.17,10.87,"Y",56,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"656","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26045",74,2017,3,5,600,12,15,"D",55.2717,19.0917,55.2617,19.0933,"39G9",82,"V","181",1,1,"C",7,NA,NA,1118,200,18,12,4.3,520,50,27,213,-9,47,172,2.7,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.6,7.8,7.32,12.31,"Y",56,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"657","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25339",38,2017,2,18,912,12,30,"D",55.2533,17.3667,55.26,17.4083,"39G7",87,"V","136",1,1,"C",7,NA,NA,2748,240,18,12,4.3,520,50,27,213,-9,47,90,3,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.3,8.5,7.3,15.65,"Y",58,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"658","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25463",37,2017,2,18,720,12,30,"D",55.235,17.3033,55.2367,17.26,"39G7",90,"V","135",1,1,"C",7,NA,NA,2761,225,18,12,4.3,520,50,27,213,-9,47,274,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.4,8.4,7.24,15.73,"Y",47,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"659","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26094",75,2017,3,5,740,12,15,"D",55.1867,19.0067,55.1817,18.9867,"39G9",89,"V","182",1,1,"C",7,NA,NA,1390,215,18,12,4.3,520,50,27,213,-9,47,248,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.8,7.9,6.74,12.6,"Y",56,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"660","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26093",79,2017,3,6,625,12,30,"D",55.1767,18.6567,55.1883,18.6933,"39G8",89,"V","186",1,1,"C",7,NA,NA,2665,215,18,12,4.3,520,50,27,213,-9,47,62,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.6,7.7,7.32,12.28,"Y",59,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"661","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26272",78,2017,3,5,1535,12,15,"D",55.1367,18.6767,55.145,18.6933,"39G8",93,"V","185",1,1,"C",7,NA,NA,1405,225,18,12,4.3,520,50,27,213,-9,47,54,3,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.6,7.9,7.33,12.69,"Y",60,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"662","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","26091",76,2017,3,5,1030,12,15,"D",55.1167,19.0783,55.115,19.0567,"39G9",94,"V","183",1,1,"C",7,NA,NA,1391,225,18,12,4.3,520,50,27,213,-9,47,262,2.8,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.5,8.1,7.27,12.99,"Y",63,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"663","HH","BITS",1,"PL","67BC","TVL",75,NA,"T","25067",27,2017,2,15,845,10,30,"D",55.06,16.385,55.04,16.3617,"39G6",56,"V","117",1,1,"C",7,NA,NA,2679,175,18,12,4.3,520,50,27,213,-9,47,216,2.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,3.2,9.6,7.32,13.11,"Y",44,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"664","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"54",41,2017,3,2,1000,8,30,"D",55.4934,12.347,55.4956,12.3905,"39G2",10,"V","41",1,1,"R",1.6,NA,NA,2752,135,NA,NA,-9,NA,59.3,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,180,2,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"665","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"33",33,2017,2,24,645,9,30,"N",55.5289,10.8583,55.5514,10.8446,"40G0",39,"V","33",1,1,"R",1.4,NA,NA,2644,150,NA,NA,-9,NA,61.3,-9,NA,-9,NA,NA,2.9,2.9,NA,-9,NA,-9,325,9,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"666","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"17",17,2017,2,19,933,8,30,"D",55.6557,10.0525,55.6381,10.0241,"40G0",16,"V","17",1,1,"R",1.5,NA,NA,2656,130,NA,NA,-9,NA,59.7,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,210,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"667","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"16",16,2017,2,19,807,8,30,"D",55.6844,10.1887,55.675,10.149,"40G0",19,"V","16",1,1,"R",1.4,NA,NA,2704,130,NA,NA,-9,NA,64.5,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"668","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"15",15,2017,2,19,652,8,30,"N",55.699,10.2745,55.7016,10.2322,"40G0",18,"V","15",1,1,"R",1.5,NA,NA,2667,130,NA,NA,-9,NA,62.7,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,212,10,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"669","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"39",39,2017,2,26,913,8,30,"D",55.7609,12.7212,55.7381,12.709,"40G2",12,"V","39",1,1,"R",1.3,NA,NA,2648,130,NA,NA,-9,NA,64,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,247,9,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"670","HH","BITS",1,"DK","26HF","TVS",NA,"S",NA,"35",35,2017,2,24,1214,8,30,"D",55.7649,10.9243,55.7716,10.9647,"40G0",18,"V","35",1,1,"R",1.3,NA,NA,2632,130,NA,NA,-9,NA,65.3,-9,NA,-9,NA,NA,3,3,NA,-9,NA,-9,255,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"671","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24021",10,2017,2,23,929,8,30,"D",54.4965,13.7432,54.4974,13.7877,"37G3",18,"V","24021",1,1,"R",1.8,NA,NA,2884,106,NA,NA,-9,NA,49,-9,NA,-9,NA,80,3.1,-9,NA,-9,NA,-9,264,10,NA,-9,2.9,2.9,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"672","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24008",8,2017,2,22,741,8,30,"D",54.4997,14.0283,54.497,13.986,"37G4",17,"V","24008",1,1,"R",1.8,NA,NA,2757,106,NA,NA,-9,NA,40,-9,NA,-9,NA,256,3,-9,NA,-9,NA,-9,269,14,NA,-9,2,2,7.84,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"673","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24014",44,2017,3,4,828,8,30,"D",54.5118,14.3353,54.5036,14.3778,"38G4",14,"V","24014",1,1,"R",1.8,NA,NA,2897,105,NA,NA,-9,NA,51,-9,NA,-9,NA,102,3.1,-9,NA,-9,NA,-9,128,4,NA,-9,3.1,3.2,8.12,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"674","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24011",14,2017,2,24,1008,8,30,"D",54.526,14.2825,54.5312,14.2392,"38G4",19,"V","24011",1,1,"R",1.8,NA,NA,2865,106,NA,NA,-9,NA,43,-9,NA,-9,NA,292,3.1,-9,NA,-9,NA,-9,320,12,NA,-9,2.9,2.8,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"675","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"22072",56,2017,3,7,1006,9,30,"D",54.5424,11.3908,54.5598,11.3582,"38G1",29,"V","22072",1,1,"R",1.8,NA,NA,2864,158,NA,NA,-9,NA,50,-9,NA,-9,NA,312,3.1,-9,NA,-9,NA,-9,349,3,NA,-9,3,3.4,9.5,14.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"676","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"22062",50,2017,3,5,926,9,30,"D",54.5566,10.1805,54.5389,10.147,"38G0",21,"V","22062",1,1,"R",1.8,NA,NA,2932,106,NA,NA,-9,NA,35,-9,NA,-9,NA,228,3.2,-9,NA,-9,NA,-9,204,5,NA,-9,3.8,2.4,15.87,19.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"677","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24006",3,2017,2,21,921,8,30,"D",54.5699,12.4112,54.586,12.4482,"38G2",18,"V","24006",1,1,"R",1.8,NA,NA,2989,106,NA,NA,-9,NA,49,-9,NA,-9,NA,47,3.2,-9,NA,-9,NA,-9,267,13,NA,-9,2.5,2.4,11.8,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"678","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"22014",54,2017,3,7,528,9,30,"D",54.5944,10.6502,54.6206,10.649,"38G0",23,"V","22014",1,1,"R",1.8,NA,NA,2917,106,NA,NA,-9,NA,37,-9,NA,-9,NA,359,3.2,-9,NA,-9,NA,-9,38,8,NA,-9,2.9,3.6,16.11,20.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"679","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24047",45,2017,3,4,1005,9,30,"D",54.5944,14.4527,54.5785,14.4878,"38G4",26,"V","24047",1,1,"R",1.8,NA,NA,2881,158,NA,NA,-9,NA,65,-9,NA,-9,NA,123,3.1,-9,NA,-9,NA,-9,95,8,NA,-9,2.9,3,7.91,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"680","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"22127",55,2017,3,7,811,9,30,"D",54.6094,11.1798,54.5986,11.2197,"38G1",27,"V","22127",1,1,"R",1.8,NA,NA,2844,158,NA,NA,-9,NA,50,-9,NA,-9,NA,110,3.1,-9,NA,-9,NA,-9,16,5,NA,-9,3.1,3.4,10.2,15.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"681","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24007",4,2017,2,21,1134,8,30,"D",54.622,12.907,54.6284,12.951,"38G2",16,"V","24007",1,1,"R",1.8,NA,NA,2930,106,NA,NA,-9,NA,44,-9,NA,-9,NA,74,3.2,-9,NA,-9,NA,-9,265,12,NA,-9,2.7,2.7,9.93,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"682","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"22131",51,2017,3,5,1207,9,30,"D",54.6242,10.6492,54.5993,10.6502,"38G0",23,"V","22131",1,1,"R",1.8,NA,NA,2774,105,NA,NA,-9,NA,36,-9,NA,-9,NA,174,3,-9,NA,-9,NA,-9,208,4,NA,-9,3.5,3.7,15.55,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"683","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24313",36,2017,3,1,648,10,30,"D",55.042,13.4543,55.0459,13.4127,"39G3",45,"V","24313",1,1,"R",1.8,NA,NA,2698,250,NA,NA,-9,NA,68,-9,NA,-9,NA,265,2.9,-9,NA,-9,NA,-9,225,15,NA,-9,3.1,3.2,8.1,18.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"684","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24245",38,2017,3,1,1118,10,30,"D",55.063,14.2948,55.0896,14.3132,"39G4",47,"V","24245",1,1,"R",1.8,NA,NA,3188,225,NA,NA,-9,NA,53,-9,NA,-9,NA,12,3.4,-9,NA,-9,NA,-9,243,13,NA,-9,3.2,3.6,7.95,19.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"685","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24093",15,2017,2,25,529,9,30,"D",55.0886,12.8342,55.0901,12.7905,"39G2",21,"V","24093",1,1,"R",1.8,NA,NA,2793,159,NA,NA,-9,NA,54,-9,NA,-9,NA,285,3,-9,NA,-9,NA,-9,275,10,NA,-9,2.7,3.2,8.35,20.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"686","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24251",39,2017,3,1,1247,10,30,"D",55.1049,14.505,55.0938,14.5473,"39G4",44,"V","24251",1,1,"R",1.8,NA,NA,2972,226,NA,NA,-9,NA,63,-9,NA,-9,NA,118,3.2,-9,NA,-9,NA,-9,243,11,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"687","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24101",28,2017,2,27,1341,10,30,"D",55.1075,13.8608,55.0924,13.8208,"39G3",47,"V","24101",1,1,"R",1.8,NA,NA,3056,262,NA,NA,-9,NA,67,-9,NA,-9,NA,223,3.3,-9,NA,-9,NA,-9,162,6,NA,-9,3.2,3.6,7.85,20.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"688","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24253",25,2017,2,27,738,10,30,"D",55.174,13.3728,55.1994,13.3715,"39G3",43,"V","24253",1,1,"R",1.8,NA,NA,2823,209,NA,NA,-9,NA,53,-9,NA,-9,NA,352,3,-9,NA,-9,NA,-9,196,9,NA,-9,3.1,4,8.14,13.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"689","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24321",26,2017,2,27,929,10,30,"D",55.2029,13.3918,55.2087,13.4363,"39G3",44,"V","24321",1,1,"R",1.8,NA,NA,2905,210,NA,NA,-9,NA,53,-9,NA,-9,NA,81,3.1,-9,NA,-9,NA,-9,194,8,NA,-9,3,4.2,8.13,19.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
"690","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24252",24,2017,2,27,530,10,30,"D",55.2089,13.1678,55.2088,13.2127,"39G3",40,"V","24252",1,1,"R",1.8,NA,NA,2853,210,NA,NA,-9,NA,60,-9,NA,-9,NA,97,3.1,-9,NA,-9,NA,-9,214,9,NA,-9,3,4.7,8.16,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220422
